Index,Smiles,Type
76,Cc1c(O)c(-c2c(O)c(C)c(C)c3[nH]c4ccccc4c23)c2c([nH]c3ccccc32)c1C,Binol
77,Cc1c(O)c(-c2c(O)c(C)c(C)c3c2c2ccccc2n3C)c2c3ccccc3n(C)c2c1C,Binol
