A,B
0.96355,0.800915062
0.964383333,0.798138479
0.965216667,0.792890787
0.96605,0.78634421
0.966883333,0.779042641
0.967716667,0.770335396
0.96855,0.759884715
0.969383333,0.748249392
0.970216667,0.735983253
0.97105,0.722721219
0.971883333,0.708361467
0.972716667,0.694220265
0.97355,0.680565834
0.974383333,0.667589406
0.975216667,0.65441678
0.97605,0.64112246
0.976883333,0.626881917
0.977716667,0.612094998
0.97855,0.597422322
0.979383333,0.583243867
0.980216667,0.569788118
0.98105,0.556463997
0.981883333,0.544222693
0.982716667,0.532269478
0.98355,0.520159801
0.984383333,0.506974757
0.985216667,0.493797163
0.98605,0.481560826
0.986883333,0.469480952
0.987716667,0.45709312
0.98855,0.444203615
0.989383333,0.431969762
0.990216667,0.419569512
0.99105,0.406943262
0.991883333,0.394187868
0.992716667,0.381988784
0.99355,0.370336076
0.994383333,0.359500448
0.995216667,0.350135068
0.99605,0.341825187
0.996883333,0.33394744
0.997716667,0.326174001
0.99855,0.318785508
0.999383333,0.311292708
1.000216667,0.303226213
1.00105,0.295475125
1.001883333,0.289037824
1.002716667,0.283747911
1.00355,0.27855734
1.004383333,0.27295202
1.005216667,0.268260638
1.00605,0.264398754
1.006883333,0.261443357
1.007716667,0.258641938
1.00855,0.257131954
1.009383333,0.257273515
1.010216667,0.25741756
1.01105,0.256039202
1.011883333,0.252989431
1.012716667,0.249957045
1.01355,0.247438749
1.014383333,0.245357553
1.015216667,0.244095922
1.01605,0.244316955
1.016883333,0.24515142
1.017716667,0.246278942
1.01855,0.246894856
1.019383333,0.246435404
1.020216667,0.244458516
1.02105,0.242121518
1.021883333,0.241758923
1.022716667,0.243013104
1.02355,0.245034695
1.024383333,0.247056286
1.025216667,0.249919792
1.02605,0.253501038
1.026883333,0.257144372
1.027716667,0.260449946
1.02855,0.263407826
1.029383333,0.266648829
1.030216667,0.269509852
1.03105,0.271459421
1.031883333,0.271633267
1.032716667,0.27094533
1.03355,0.270316998
1.034383333,0.269904733
1.035216667,0.269919634
1.03605,0.271136562
1.036883333,0.273960332
1.037716667,0.277581314
1.03855,0.280760229
1.039383333,0.283136964
1.040216667,0.285156071
1.04105,0.286184251
1.041883333,0.286258757
1.042716667,0.285754601
1.04355,0.286268691
1.044383333,0.288501382
1.045216667,0.291787088
1.04605,0.296019018
1.046883333,0.301025808
1.047716667,0.306564073
1.04855,0.311863919
1.049383333,0.317009787
1.050216667,0.322533151
1.05105,0.328096251
1.051883333,0.333967308
1.052716667,0.340720018
1.05355,0.348120928
1.054383333,0.355785092
1.055216667,0.363213321
1.05605,0.371292233
1.056883333,0.3796344
1.057716667,0.387596587
1.05855,0.395198663
1.059383333,0.402341286
1.060216667,0.40919582
1.06105,0.415464242
1.061883333,0.42087088
1.062716667,0.425149997
1.06355,0.428338846
1.064383333,0.430703163
1.065216667,0.432903568
1.06605,0.434808433
1.066883333,0.436261296
1.067716667,0.437493126
1.06855,0.43794016
1.069383333,0.437416136
1.070216667,0.435131292
1.07105,0.431641936
1.071883333,0.42788436
1.072716667,0.423394144
1.07355,0.417719285
1.074383333,0.41072319
1.075216667,0.403617819
1.07605,0.397004187
1.076883333,0.390328467
1.077716667,0.384012858
1.07855,0.378755232
1.079383333,0.37500759
1.080216667,0.371766587
1.08105,0.36756446
1.081883333,0.361864765
1.082716667,0.355313222
1.08355,0.349392494
1.084383333,0.344216824
1.085216667,0.339162846
1.08605,0.334138672
1.086883333,0.329410036
1.087716667,0.324949622
1.08855,0.319895645
1.089383333,0.314404567
1.090216667,0.308774412
1.09105,0.303422411
1.091883333,0.299195449
1.0927,0.29578805
1.093533333,0.293172896
1.094366667,0.291071832
1.0952,0.289291143
1.096033333,0.2870212
1.096866667,0.283593933
1.0977,0.280367831
1.098533333,0.277775029
1.099366667,0.275701284
1.1002,0.273952881
1.101033333,0.272929668
1.101866667,0.272117555
1.1027,0.271181266
1.103533333,0.270503263
1.104366667,0.270252426
1.1052,0.270018975
1.106033333,0.269254049
1.106866667,0.268879036
1.1077,0.268645585
1.108533333,0.268297891
1.109366667,0.267654657
1.1102,0.267575185
1.111033333,0.268772244
1.111866667,0.270791352
1.1127,0.272822877
1.113533333,0.274846951
1.114366667,0.276652475
1.1152,0.278477867
1.116033333,0.280323128
1.116866667,0.283144414
1.1177,0.286688407
1.118533333,0.290043652
1.119366667,0.293088456
1.1202,0.296093524
1.121033333,0.298994283
1.121866667,0.301077962
1.1227,0.30293564
1.123533333,0.304934879
1.124366667,0.30777355
1.1252,0.311031938
1.126033333,0.314732393
1.126866667,0.318037967
1.1277,0.320690374
1.128533333,0.323064625
1.129366667,0.324862699
1.1302,0.325545669
1.131033333,0.324924787
1.131866667,0.323491792
1.1327,0.321519872
1.133533333,0.318745772
1.134366667,0.315035383
1.1352,0.311208268
1.136033333,0.307587286
1.136866667,0.304679076
1.1377,0.301852822
1.138533333,0.298894942
1.139366667,0.295735896
1.1402,0.292186936
1.141033333,0.288600723
1.141866667,0.285002093
1.1427,0.281602144
1.143533333,0.27816991
1.144366667,0.275055567
1.1452,0.273115933
1.146033333,0.272236764
1.146866667,0.271856785
1.1477,0.271437069
1.148533333,0.271794697
1.149366667,0.273657342
1.1502,0.277188917
1.151033333,0.28305004
1.151866667,0.291573505
1.1527,0.303546588
1.153533333,0.319349269
1.154366667,0.339073439
1.1552,0.363133848
1.156033333,0.391778847
1.156866667,0.427131852
1.1577,0.471097728
1.158533333,0.52429984
1.159366667,0.586713354
1.1602,0.657921036
1.161033333,0.73830535
1.161866667,0.828084846
1.1627,0.928275287
1.163533333,1.039567093
1.164366667,1.161374152
1.1652,1.293507715
1.166033333,1.435483495
1.166866667,1.585960388
1.1677,1.741719743
1.168533333,1.899580161
1.169366667,2.058953047
1.1702,2.218489846
1.171033333,2.375796437
1.171866667,2.527703842
1.1727,2.671311299
1.173533333,2.805267771
1.174366667,2.927194039
1.1752,3.035207589
1.176033333,3.128190835
1.176866667,3.20478032
1.1777,3.263992568
1.178533333,3.304342429
1.179366667,3.32600375
1.1802,3.329416116
1.181033333,3.314251701
1.181866667,3.280940155
1.1827,3.231627246
1.183533333,3.168597817
1.184366667,3.093404075
1.1852,3.007039428
1.186033333,2.912235757
1.186866667,2.811300258
1.1877,2.704401811
1.188533333,2.592573563
1.189366667,2.476878464
1.1902,2.360239625
1.191033333,2.243024607
1.191866667,2.126718561
1.1927,2.013273537
1.193533333,1.904254158
1.194366667,1.799926162
1.1952,1.698908707
1.196033333,1.601537069
1.196866667,1.508290569
1.1977,1.420306663
1.198533333,1.337401569
1.199366667,1.259297132
1.2002,1.186239223
1.201033333,1.118697226
1.201866667,1.056134701
1.2027,0.99708885
1.203533333,0.941060483
1.204366667,0.888826946
1.2052,0.840616723
1.206033333,0.796059767
1.206866667,0.754716496
1.2077,0.717011591
1.208533333,0.682552656
1.209366667,0.65031896
1.2102,0.619709492
1.211033333,0.590413809
1.211866667,0.562593341
1.2127,0.536819299
1.213533333,0.51432848
1.214366667,0.495980183
1.2152,0.480391085
1.216033333,0.467553735
1.216866667,0.457550089
1.2177,0.450650851
1.218533333,0.444705288
1.219366667,0.438583394
1.2202,0.433603923
1.221033333,0.430556635
1.221866667,0.429734588
1.2227,0.429774324
1.223533333,0.432076554
1.224366667,0.437090794
1.2252,0.444938739
1.226033333,0.455116232
1.226866667,0.467161338
1.2277,0.481603046
1.228533333,0.497614344
1.229366667,0.515100857
1.2302,0.53409487
1.231033333,0.555127859
1.231866667,0.578465561
1.2327,0.60321639
1.233533333,0.629047553
1.234366667,0.655616323
1.2352,0.682900349
1.236033333,0.710204244
1.236866667,0.736360749
1.2377,0.760513047
1.238533333,0.782166918
1.239366667,0.801771879
1.2402,0.81927826
1.241033333,0.833444297
1.241866667,0.84400177
1.2427,0.851780176
1.243533333,0.858520468
1.244366667,0.86414814
1.2452,0.867856046
1.246033333,0.869058073
1.246866667,0.867719452
1.2477,0.864398976
1.248533333,0.858212511
1.249366667,0.848534207
1.2502,0.83536158
1.251033333,0.820308924
1.251866667,0.804834068
1.2527,0.788929562
1.253533333,0.772498548
1.254366667,0.755091508
1.2552,0.737011433
1.256033333,0.718576213
1.256866667,0.699944794
1.2577,0.68153441
1.258533333,0.663727522
1.259366667,0.647013386
1.2602,0.631044308
1.261033333,0.616172949
1.261866667,0.601974626
1.2627,0.587716699
1.263533333,0.572957098
1.264366667,0.558331609
1.2652,0.544888278
1.266033333,0.531492134
1.266866667,0.517641505
1.2677,0.503410896
1.268533333,0.489989916
1.269366667,0.478150944
1.2702,0.467456877
1.271033333,0.457763672
1.271866667,0.449262559
1.2727,0.441645583
1.273533333,0.43425709
1.274366667,0.426312288
1.2752,0.418757399
1.276033333,0.411686798
1.276866667,0.404121975
1.2777,0.396721065
1.278533333,0.390224159
1.279366667,0.385478139
1.2802,0.381141901
1.281033333,0.376693904
1.281866667,0.372961164
1.2827,0.370365878
1.283533333,0.36847343
1.284366667,0.366576016
1.2852,0.36465625
1.286033333,0.363638004
1.286866667,0.363389651
1.2877,0.362957517
1.288533333,0.362157822
1.289366667,0.361581643
1.2902,0.362108151
1.291033333,0.364157061
1.291866667,0.367440283
1.2927,0.371389091
1.293533333,0.375290712
1.294366667,0.377992789
1.2952,0.379194816
1.296033333,0.378899276
1.296866667,0.377672414
1.2977,0.376862784
1.298533333,0.376472871
1.299366667,0.377453864
1.3002,0.379768511
1.301033333,0.382877886
1.301866667,0.386476517
1.3027,0.389931103
1.303533333,0.393760701
1.304366667,0.397632519
1.3052,0.401844581
1.306033333,0.406925877
1.306866667,0.413457553
1.3077,0.421054661
1.308533333,0.42894731
1.309366667,0.436365604
1.3102,0.442892313
1.311033333,0.449036558
1.311866667,0.455292563
1.3127,0.462683539
1.313533333,0.471428037
1.314366667,0.481148561
1.3152,0.491348406
1.316033333,0.50124526
1.316866667,0.510687629
1.3177,0.519298017
1.318533333,0.527434051
1.319366667,0.536734859
1.3202,0.547985236
1.321033333,0.560375551
1.321866667,0.573093692
1.3227,0.586651266
1.323533333,0.601361195
1.324366667,0.615395606
1.3252,0.627721349
1.326033333,0.639165441
1.326866667,0.650731226
1.3277,0.662455956
1.328533333,0.674764315
1.329366667,0.687604149
1.3302,0.700434049
1.331033333,0.712695221
1.331866667,0.723878543
1.3327,0.733668605
1.333533333,0.741504133
1.334366667,0.748271743
1.3352,0.755195816
1.336033333,0.762872398
1.336866667,0.7710283
1.3377,0.779261192
1.338533333,0.787528853
1.339366667,0.795851151
1.3402,0.803589821
1.341033333,0.809910397
1.341866667,0.814974308
1.3427,0.81876417
1.343533333,0.820723673
1.344366667,0.821371873
1.3452,0.822106997
1.346033333,0.8236443
1.346866667,0.825112065
1.3477,0.825343033
1.348533333,0.824376941
1.349366667,0.822181503
1.3502,0.818520784
1.351033333,0.813739995
1.351866667,0.807719926
1.3527,0.801101327
1.353533333,0.793717802
1.354366667,0.785549482
1.3552,0.776884456
1.356033333,0.767181317
1.356866667,0.75643758
1.3577,0.744690498
1.358533333,0.733459989
1.359366667,0.72252502
1.3602,0.710579256
1.361033333,0.696929793
1.361866667,0.682257116
1.3627,0.667124987
1.363533333,0.650701423
1.364366667,0.633639594
1.3652,0.616473456
1.366033333,0.599389275
1.366866667,0.582267841
1.3677,0.565643112
1.368533333,0.549542407
1.369366667,0.532788535
1.3702,0.515649716
1.371033333,0.499077141
1.371866667,0.48378855
1.3727,0.469326973
1.373533333,0.456191599
1.374366667,0.444727639
1.3752,0.433795154
1.376033333,0.422351062
1.376866667,0.410382946
1.3777,0.398511688
1.378533333,0.386801859
1.379366667,0.375658274
1.3802,0.365830958
1.381033333,0.357543429
1.381866667,0.350035727
1.3827,0.343327721
1.383533333,0.337993105
1.384366667,0.333850582
1.3852,0.330266853
1.386033333,0.327197214
1.386866667,0.325120986
1.3877,0.324075421
1.388533333,0.323044757
1.389366667,0.321544707
1.3902,0.320153932
1.391033333,0.319972634
1.391866667,0.321355959
1.3927,0.323350231
1.393533333,0.325346986
1.394366667,0.328036646
1.3952,0.3315111
1.396033333,0.3351445
1.396866667,0.337995589
1.3977,0.340471665
1.398533333,0.343096753
1.399366667,0.346365074
1.4002,0.3501152
1.401033333,0.35383304
1.401866667,0.357925892
1.4027,0.362848242
1.403533333,0.368965169
1.404366667,0.374250114
1.4052,0.378822287
1.406033333,0.383620461
1.406866667,0.388748944
1.4077,0.393266479
1.408533333,0.396626691
1.409366667,0.400880973
1.4102,0.405550003
1.411033333,0.410102308
1.411866667,0.414282084
1.4127,0.41868786
1.413533333,0.422606866
1.414366667,0.424409906
1.4152,0.425164898
1.416033333,0.425510108
1.416866667,0.425438086
1.4177,0.424096982
1.418533333,0.422393282
1.419366667,0.421990951
1.4202,0.422199567
1.421033333,0.422249238
1.421866667,0.422214468
1.4227,0.423076252
1.423533333,0.424524148
1.424366667,0.424879293
1.4252,0.424298147
1.426033333,0.423414012
1.426866667,0.422450403
1.4277,0.419914722
1.428533333,0.416199366
1.429366667,0.412491461
1.4302,0.409260392
1.431033333,0.406024357
1.431866667,0.402294099
1.4327,0.399587055
1.433533333,0.398285687
1.434366667,0.398270786
1.4352,0.398802261
1.436033333,0.398777425
1.436866667,0.399003426
1.4377,0.399770836
1.438533333,0.400473674
1.439366667,0.400575499
1.4402,0.399835408
1.441033333,0.400940577
1.441866667,0.403809051
1.4427,0.407042603
1.443533333,0.409416854
1.444366667,0.410971542
1.4452,0.413648784
1.446033333,0.416475038
1.446866667,0.418114165
1.4477,0.417763988
1.448533333,0.416859984
1.449366667,0.416795413
1.4502,0.416554511
1.451033333,0.415141384
1.451866667,0.413176914
1.4527,0.412754714
1.453533333,0.413946807
1.454366667,0.415141384
1.4552,0.415556133
1.456033333,0.415444374
1.456866667,0.415943563
1.4577,0.416529675
1.458533333,0.416303674
1.459366667,0.41518112
1.4602,0.413104892
1.461033333,0.410894553
1.461866667,0.407978892
1.4627,0.404305756
1.463533333,0.400568048
1.464366667,0.397086143
1.4652,0.394446154
1.466033333,0.392891467
1.466866667,0.392225881
1.4677,0.391470889
1.468533333,0.389749805
1.469366667,0.38823237
1.4702,0.387397905
1.471033333,0.386113922
1.471866667,0.383156041
1.4727,0.379915039
1.473533333,0.377771755
1.474366667,0.375936429
1.4752,0.373591979
1.476033333,0.370502472
1.476866667,0.368202726
1.4777,0.366431971
1.478533333,0.365530451
1.479366667,0.365083416
1.4802,0.364383062
1.481033333,0.36367029
1.481866667,0.362833341
1.4827,0.362232327
1.483533333,0.360906124
1.484366667,0.359510382
1.4852,0.359870493
1.486033333,0.362291932
1.486866667,0.366119047
1.4877,0.37018458
1.488533333,0.374411543
1.489366667,0.378705561
1.4902,0.382825732
1.491033333,0.386786958
1.491866667,0.391378999
1.4927,0.396733483
1.493533333,0.403299928
1.494366667,0.410484771
1.4952,0.417249898
1.496033333,0.424318016
1.496866667,0.431398551
1.4977,0.439514716
1.498533333,0.4478544
1.499366667,0.456613799
1.5002,0.466148059
1.501033333,0.476573904
1.501866667,0.48853457
1.5027,0.501893461
1.503533333,0.515597562
1.504366667,0.528770188
1.5052,0.541714331
1.506033333,0.555080672
1.506866667,0.568447014
1.5077,0.580534339
1.508533333,0.591777265
1.509366667,0.60326606
1.5102,0.614444415
1.511033333,0.62452505
1.511866667,0.634089112
1.5127,0.644500057
1.513533333,0.6561776
1.514366667,0.668404003
1.5152,0.680744648
1.516033333,0.691925486
1.516866667,0.700759391
1.5177,0.707149506
1.518533333,0.712183615
1.519366667,0.716122488
1.5202,0.719142457
1.521033333,0.722249349
1.521866667,0.725711385
1.5227,0.728401045
1.523533333,0.729161004
1.524366667,0.728378693
1.5252,0.726928314
1.526033333,0.724022587
1.526866667,0.719279051
1.5277,0.71348995
1.528533333,0.708257159
1.529366667,0.703565776
1.5302,0.698521733
1.531033333,0.6927525
1.531866667,0.686670343
1.5327,0.68073223
1.533533333,0.673857828
1.534366667,0.666034718
1.5352,0.658154488
1.536033333,0.651145975
1.536866667,0.645493468
1.5377,0.640158852
1.538533333,0.635281205
1.539366667,0.631158551
1.5402,0.627922515
1.541033333,0.625429054
1.541866667,0.622776647
1.5427,0.620794793
1.543533333,0.619610151
1.544366667,0.619759162
1.5452,0.621562203
1.546033333,0.625183185
1.546866667,0.6300807
1.5477,0.634461641
1.548533333,0.638547043
1.549366667,0.642334421
1.5502,0.645662347
1.551033333,0.648530821
1.551866667,0.651665032
1.5527,0.656187534
1.553533333,0.661576788
1.554366667,0.667152305
1.5552,0.672742724
1.556033333,0.679028531
1.556866667,0.686441859
1.5577,0.69493552
1.558533333,0.703344742
1.559366667,0.7113566
1.5602,0.718787313
1.561033333,0.72479248
1.561866667,0.728803376
1.5627,0.730929275
1.563533333,0.732704997
1.564366667,0.734289487
1.5652,0.734974941
1.566033333,0.734525422
1.566866667,0.732493897
1.5677,0.728756189
1.568533333,0.723178188
1.569366667,0.716427962
1.5702,0.709523757
1.571033333,0.702776015
1.571866667,0.695757568
1.5727,0.688686967
1.573533333,0.681713223
1.574366667,0.675564011
1.5752,0.669638316
1.576033333,0.662629803
1.576866667,0.654794276
1.5777,0.64646701
1.578533333,0.63872089
1.579366667,0.631359716
1.5802,0.624169906
1.581033333,0.617804627
1.581866667,0.61301887
1.5827,0.609839956
1.583533333,0.606981417
1.584366667,0.603452325
1.5852,0.599784156
1.586033333,0.596858561
1.586866667,0.595199565
1.5877,0.593967736
1.588533333,0.593863428
1.589366667,0.595539808
1.5902,0.600119432
1.591033333,0.606715679
1.591866667,0.613855819
1.5927,0.622163216
1.593533333,0.63191851
1.594366667,0.642932951
1.5952,0.653368731
1.596033333,0.663834314
1.596866667,0.67632397
1.5977,0.690912207
1.598533333,0.706774493
1.599366667,0.723063946
1.6002,0.740528107
1.601033333,0.759253899
1.601866667,0.778873761
1.6027,0.799467166
1.603533333,0.821918249
1.604366667,0.847093761
1.6052,0.873642663
1.606033333,0.900464753
1.606866667,0.926251213
1.6077,0.952499608
1.608533333,0.97920994
1.609366667,1.004998883
1.6102,1.029329995
1.611033333,1.052762071
1.611866667,1.076723138
1.6127,1.099449893
1.613533333,1.118997733
1.614366667,1.135967672
1.6152,1.152137915
1.616033333,1.167650024
1.616866667,1.181297004
1.6177,1.193590462
1.618533333,1.205253104
1.619366667,1.21605893
1.6202,1.22431914
1.621033333,1.229601602
1.621866667,1.231322686
1.6227,1.228459179
1.623533333,1.221202314
1.624366667,1.210709413
1.6252,1.199265321
1.626033333,1.186440388
1.626866667,1.172025998
1.6277,1.156263053
1.628533333,1.139692962
1.629366667,1.121384402
1.6302,1.099464794
1.631033333,1.074736317
1.631866667,1.049098869
1.6327,1.023848852
1.633533333,0.998566548
1.634366667,0.972978771
1.6352,0.947537522
1.636033333,0.922409197
1.636866667,0.897631049
1.6377,0.873011847
1.638533333,0.848814845
1.639366667,0.825492044
1.6402,0.803728898
1.641033333,0.783359011
1.641866667,0.7635355
1.6427,0.743433833
1.643533333,0.723210474
1.644366667,0.703463952
1.6452,0.683861474
1.646033333,0.664745768
1.646866667,0.646923979
1.6477,0.630969803
1.648533333,0.616230071
1.649366667,0.601937373
1.6502,0.588702659
1.651033333,0.576471289
1.651866667,0.56493034
1.6527,0.553801656
1.653533333,0.543085237
1.654366667,0.532619655
1.6552,0.521612664
1.656033333,0.511281192
1.656866667,0.502730409
1.6577,0.495853523
1.658533333,0.489863257
1.659366667,0.484193365
1.6602,0.479574005
1.661033333,0.475868583
1.661866667,0.471197069
1.6627,0.464580953
1.663533333,0.456370413
1.664366667,0.448400776
1.6652,0.441392263
1.666033333,0.434202453
1.666866667,0.426933169
1.6677,0.420642396
1.668533333,0.416306158
1.669366667,0.413263837
1.6702,0.410092374
1.671033333,0.407015284
1.671866667,0.404154261
1.6727,0.401034951
1.673533333,0.397021572
1.674366667,0.391972562
1.6752,0.387099882
1.676033333,0.382478038
1.676866667,0.378119449
1.6777,0.373952091
1.678533333,0.370097657
1.679366667,0.366747379
1.6802,0.363446772
1.681033333,0.360041857
1.681866667,0.357148548
1.6827,0.355022649
1.683533333,0.353646775
1.684366667,0.352529188
1.6852,0.35110116
1.686033333,0.349141657
1.686866667,0.34617881
1.6877,0.342793763
1.688533333,0.339361529
1.689366667,0.336542726
1.6902,0.334190826
1.691033333,0.331878662
1.691866667,0.329695642
1.6927,0.327388446
1.693533333,0.325396657
1.694366667,0.323779881
1.6952,0.32290568
1.696033333,0.322553019
1.696866667,0.322212776
1.6977,0.322190424
1.698533333,0.322801371
1.699366667,0.323449572
1.7002,0.323558847
1.701033333,0.323476891
1.701866667,0.324204564
1.7027,0.326457123
1.703533333,0.329144299
1.704366667,0.331702332
1.7052,0.333786011
1.706033333,0.336418549
1.706883333,0.339828432
1.707716667,0.342570245
1.70855,0.344465176
1.709383333,0.346017381
1.710216667,0.348210335
1.71105,0.349710385
1.711883333,0.349429746
1.712716667,0.34866482
1.71355,0.348332028
1.714383333,0.348806381
1.715216667,0.34981221
1.71605,0.351930658
1.716883333,0.355174144
1.717716667,0.357950727
1.71855,0.360344847
1.719383333,0.362592439
1.720216667,0.364499787
1.72105,0.365652144
1.721883333,0.36624819
1.722716667,0.367236634
1.72355,0.368364155
1.724383333,0.369732579
1.725216667,0.371471047
1.72605,0.373405715
1.726883333,0.374813875
1.727716667,0.375668208
1.72855,0.376142561
1.729383333,0.375678142
1.730216667,0.374317169
1.73105,0.372633338
1.731883333,0.372461975
1.732716667,0.373475254
1.73355,0.373885036
1.734383333,0.372909009
1.735216667,0.371138255
1.73605,0.370075305
1.736883333,0.368662179
1.737716667,0.366650522
1.73855,0.364770492
1.739383333,0.364479919
1.740216667,0.36509335
1.74105,0.365356604
1.741883333,0.365306934
1.742716667,0.364864866
1.74355,0.364502271
1.744383333,0.363578399
1.745216667,0.362485647
1.74605,0.360856454
1.746883333,0.359157721
1.747716667,0.358035167
1.74855,0.357940793
1.749383333,0.358695785
1.750216667,0.359776119
1.75105,0.361097356
1.751883333,0.361812611
1.752716667,0.362748901
1.75355,0.363652905
1.754383333,0.364584227
1.755216667,0.364800294
1.75605,0.364884734
1.756883333,0.366161267
1.757716667,0.368081033
1.75855,0.37000825
1.759383333,0.371657312
1.760216667,0.374518335
1.76105,0.378618638
1.761883333,0.383277734
1.762716667,0.38750718
1.76355,0.391607483
1.764383333,0.395782292
1.765216667,0.399609407
1.76605,0.403406719
1.766883333,0.406806668
1.767716667,0.410695871
1.76855,0.415253143
1.769383333,0.421074529
1.770216667,0.427914162
1.77105,0.434853137
1.771883333,0.441841781
1.772716667,0.448048115
1.77355,0.453472137
1.774383333,0.458240509
1.775216667,0.462879737
1.77605,0.467702746
1.776883333,0.473164022
1.777716667,0.479658445
1.77855,0.486756365
1.779383333,0.492883225
1.780216667,0.498441358
1.78105,0.504421691
1.781883333,0.510729849
1.782716667,0.516985854
1.78355,0.522601108
1.784383333,0.52861621
1.785216667,0.53520004
1.78605,0.541992486
1.786883333,0.548735261
1.787716667,0.55441757
1.78855,0.559431811
1.789383333,0.564321876
1.790216667,0.568591058
1.79105,0.571325421
1.791883333,0.572117666
1.792716667,0.572447975
1.79355,0.573478639
1.794383333,0.574712952
1.795216667,0.575982034
1.79605,0.577370326
1.796883333,0.579300026
1.797716667,0.581430892
1.79855,0.582575798
1.799383333,0.582657754
1.800216667,0.581252078
1.80105,0.57814767
1.801883333,0.57332466
1.802716667,0.567498306
1.80355,0.561691821
1.804383333,0.555627048
1.805216667,0.549544891
1.80605,0.544140736
1.806883333,0.540514787
1.807716667,0.538202624
1.80855,0.535796086
1.809383333,0.532535215
1.810216667,0.52875032
1.81105,0.524900854
1.811883333,0.520174702
1.812716667,0.514137248
1.81355,0.50813208
1.814383333,0.503549973
1.815216667,0.499837101
1.81605,0.4959777
1.816883333,0.49153467
1.817716667,0.487161179
1.81855,0.482005378
1.819383333,0.475702186
1.820216667,0.468507409
1.82105,0.461123884
1.821883333,0.454338888
1.822716667,0.448040664
1.82355,0.442358355
1.824383333,0.437063475
1.825216667,0.432424247
1.82605,0.427896778
1.826883333,0.422584514
1.827716667,0.416594247
1.82855,0.410653651
1.829383333,0.405403475
1.830216667,0.400523345
1.83105,0.395916402
1.831883333,0.392357508
1.832716667,0.390047828
1.83355,0.388339162
1.834383333,0.386009614
1.835216667,0.382559995
1.83605,0.378636022
1.836883333,0.374354422
1.837716667,0.369285544
1.83855,0.363357365
1.839383333,0.357300043
1.840216667,0.352027516
1.84105,0.347559651
1.841883333,0.34383436
1.842716667,0.340829293
1.84355,0.3383557
1.844383333,0.33608824
1.845216667,0.333977242
1.84605,0.331824025
1.846883333,0.329261025
1.847716667,0.326059759
1.84855,0.3235961
1.849383333,0.322309633
1.850216667,0.32141308
1.85105,0.319821139
1.851883333,0.317836801
1.852716667,0.317037106
1.85355,0.317491591
1.854383333,0.318770607
1.855216667,0.320263207
1.85605,0.321425498
1.856883333,0.322351853
1.857716667,0.322495898
1.85855,0.321735938
1.859383333,0.319619974
1.860216667,0.316441059
1.86105,0.313788652
1.861883333,0.312291086
1.862716667,0.311858952
1.86355,0.311635435
1.864383333,0.312065085
1.865216667,0.313659509
1.86605,0.316267212
1.866883333,0.319282214
1.867716667,0.321542223
1.86855,0.322173039
1.869383333,0.321626663
1.870216667,0.321231782
1.87105,0.320971012
1.871883333,0.320114195
1.872716667,0.318311155
1.87355,0.316436092
1.874383333,0.314603249
1.875216667,0.312539438
1.87605,0.310493012
1.876883333,0.308570762
1.877716667,0.30773133
1.87855,0.307969749
1.879383333,0.308863819
1.880216667,0.309439997
1.88105,0.30939281
1.881883333,0.309636196
1.882716667,0.310058395
1.88355,0.310743848
1.884383333,0.311252971
1.885216667,0.311670204
1.88605,0.311893721
1.886883333,0.311267873
1.887716667,0.310140351
1.88855,0.308670104
1.889383333,0.307659308
1.890216667,0.30704091
1.89105,0.306497018
1.891883333,0.305607915
1.892716667,0.304413339
1.89355,0.303434829
1.894383333,0.303390125
1.895216667,0.303571423
1.89605,0.30374527
1.896883333,0.304137667
1.897716667,0.305225452
1.89855,0.306154291
1.899383333,0.305242836
1.900216667,0.303005179
1.90105,0.300519168
1.901883333,0.29909114
1.902716667,0.298286478
1.90355,0.297921399
1.904383333,0.298209488
1.905216667,0.299215317
1.90605,0.300660729
1.906883333,0.3013586
1.907716667,0.300956269
1.90855,0.299980243
1.909383333,0.299282372
1.910216667,0.298447907
1.91105,0.297081967
1.911883333,0.295455257
1.912716667,0.294315318
1.91355,0.293284655
1.914383333,0.291153789
1.915216667,0.288441777
1.91605,0.285724799
1.916883333,0.283837318
1.917716667,0.28192997
1.91855,0.28013438
1.919383333,0.278567274
1.920216667,0.277881821
1.92105,0.277859469
1.921883333,0.27747949
1.922716667,0.276662409
1.92355,0.275696317
1.924383333,0.275356074
1.925216667,0.274769962
1.92605,0.273630023
1.926883333,0.27231127
1.927716667,0.27093788
1.92855,0.269189477
1.929383333,0.266440213
1.930216667,0.263360639
1.93105,0.261043509
1.931883333,0.260074933
1.932716667,0.260514518
1.93355,0.261070828
1.934383333,0.262041887
1.935216667,0.263032814
1.93605,0.263837477
1.936883333,0.263474882
1.937716667,0.261828303
1.93855,0.260497133
1.939383333,0.260387858
1.940216667,0.261915227
1.94105,0.263859828
1.941883333,0.265595814
1.942716667,0.267416239
1.94355,0.268884003
1.944383333,0.269288818
1.945216667,0.268521408
1.94605,0.26738892
1.946883333,0.26726226
1.947716667,0.268320243
1.94855,0.270692011
1.949383333,0.274176399
1.950216667,0.278351208
1.95105,0.283323228
1.951883333,0.288282832
1.952716667,0.292271376
1.95355,0.294789672
1.954383333,0.296793878
1.955216667,0.29921035
1.95605,0.301746031
1.956883333,0.304125249
1.957716667,0.307865441
1.95855,0.314111511
1.959383333,0.321696202
1.960216667,0.32885621
1.96105,0.335385402
1.961883333,0.341964265
