Binol,Ligand,Uncertainty
44,1057,0.0064741144222754
44,1106,0.0010674891624422
44,1083,0.0201000891234692
44,1061,0.029235127304838
44,1123,0.0179484513077241
44,1045,0.0201684181831321
44,1008,9.583059723550376e-05
44,1084,0.0007146354950508
44,1105,0.0071994544459687
44,1134,0.0015750263201188
44,1135,0.0062639570013105
44,1139,0.0045524168131863
44,1054,0.005333062561793
44,1133,0.002148797720226
44,1099,0.000465854719794
44,1012,0.0020690574791421
44,1036,0.0009334295470314
44,1055,0.0023600826111008
44,1031,0.0016974855709895
44,1104,0.0364425375842115
44,1035,0.0791591407481976
44,1009,0.0009502863645221
44,1037,0.0422449557629287
44,1079,0.0235406282877142
44,1100,0.003254011407653
44,1102,0.004252150147231
44,1122,0.0033940015680472
44,1034,0.0013907999977672
44,1101,0.0100884702617221
44,1010,0.0188004901825329
44,1065,0.0227193247726929
44,1110,0.0114456448423829
44,1038,0.0088237444315786
44,1126,0.0034722651481863
44,1127,0.0016201379327176
44,1064,0.0028015180547225
44,1107,0.0049527026390885
44,1040,0.0024442805746931
44,1108,0.0035746019255006
44,1138,0.0025091535800289
44,1136,0.000366698845827
44,1021,0.0610337798775235
44,1137,0.0067863341568084
44,1041,0.0100411892122523
44,1042,0.0003532766120949
44,1043,0.0012445261672293
44,1063,0.0002789787776372
44,1044,0.0061191942104535
44,1124,0.0145604753183512
44,1111,0.0040763226616497
44,1140,0.0049447710059185
44,1141,0.0050036571400174
44,1142,0.0018804920006393
44,1143,0.0009636210637895
44,1144,0.0038411800525169
44,1145,0.0011473674447118
44,1146,0.0040377536733959
44,1147,0.0037292994020616
44,1148,0.0015600643771004
44,1149,0.0012042077839039
44,1150,0.0143238353480835
44,1151,0.009087377316566
44,1152,0.0075245369472382
44,1153,0.0033656028161775
44,1154,0.0039697082539808
44,1155,0.0062751210836975
44,1156,0.0028618303577132
44,1157,0.0088839871059693
44,1158,0.0073846456534874
44,1159,0.0029801743785898
44,1160,0.0036364503533562
44,1161,0.0038216051431713
44,1162,0.006621673417216
44,1163,0.0050005157607349
44,1164,0.0045046808215157
44,1165,0.003943839802412
44,1166,0.0037514780375143
44,1167,0.0026819544429946
44,1168,0.000426925586797
44,1169,0.0003992923353909
44,1170,0.0005520188383233
44,1171,0.0028883674167926
44,1172,0.0040284201285747
44,1173,0.0004137592290097
44,1174,0.0018360383630102
44,1175,0.0019743237878737
44,1176,0.0006850386610983
44,1177,0.0011468058380088
44,1178,0.0013908626846714
44,1049,0.0001859494540434
44,1093,0.0004381755029413
44,1004,0.0059932855480021
44,1070,0.0044548479009866
44,1077,0.0036207685602756
44,1013,0.0009467338844259
44,1103,0.0012240483391188
44,1015,0.001739586359234
44,1089,0.0001268079249743
44,1016,0.0001683511291416
44,1062,0.0008093702431894
44,1125,0.0005167226375165
44,1109,0.0015848062398125
44,1039,0.0015821967790507
44,1017,0.0005078039718737
44,1018,0.0012825919826302
44,1066,0.0008731142100254
44,1087,0.0021217075538223
44,1088,0.0027053416073748
44,1007,0.0021972950436633
44,1098,0.0041373483531946
44,1011,0.0015960351746304
44,1068,0.0008144374788234
44,1078,0.0006188084677433
44,1073,0.0005178423240041
44,1058,0.0004525134045388
44,1091,0.0039545433166412
19,1001,0.0916090576503146
19,1022,0.1037123380397048
19,1090,0.1406059847791508
19,1060,0.2998244433719547
19,1112,0.0667777093071137
19,1067,0.0896530078700112
19,1072,0.0501739054798096
19,1113,0.0160596042901058
19,1002,0.0120869382243842
19,1092,0.0834335052827613
19,1003,0.0013547343135134
19,1048,0.0018603384450376
19,1025,0.0277231292257128
19,1071,0.0605824625975928
19,1115,0.0760845574960504
19,1051,0.3508302872810068
19,1118,0.0111599194452147
19,1053,0.0158215921163206
19,1052,0.1894692680993538
19,1117,0.1496448724752748
19,1116,0.06813746752527
19,1028,0.0159645492211819
19,1029,0.0387156200801619
19,1096,0.0164229606319744
19,1069,0.2251059960821869
19,1114,0.0568834642689473
19,1047,0.089668813618894
19,1076,0.0936739894626321
19,1131,0.0060284393982036
19,1046,0.0713852701698145
19,1023,0.0198011568108022
19,1006,0.0031593659052011
19,1050,0.0181093767477995
19,1026,0.0069590716219409
19,1033,0.0442785660386175
19,1057,0.0899056176408925
19,1106,0.0081618573015345
19,1083,0.1857076187701396
19,1061,0.2133612134544088
19,1123,0.1673927847080776
19,1045,0.1595388173270007
19,1008,0.0003838065542273
19,1084,0.0056593795756822
19,1105,0.0618348736030577
19,1134,0.022968729609948
19,1135,0.062985867985992
19,1139,0.0411307451826404
19,1054,0.0253203463738051
19,1133,0.0127264114223316
19,1099,0.0012251924475818
19,1012,0.0195116031279474
19,1036,0.0061707254497825
19,1055,0.0193777846796645
19,1031,0.0126316626586221
19,1104,0.1519782680766424
19,1035,0.1879969868435334
19,1009,0.0026300711795319
19,1037,0.2025146328566221
19,1079,0.1631214674470725
19,1100,0.0168898360310072
19,1102,0.0289716542292273
19,1122,0.0088989453274055
19,1034,0.0352969752651541
19,1101,0.0345405252578779
19,1010,0.1380891093733548
19,1065,0.1486977988421245
19,1110,0.0997088015824503
19,1038,0.081537795603188
19,1126,0.0558043644491909
19,1127,0.0088897140335391
19,1064,0.0177773276843931
19,1107,0.0282196403990022
19,1040,0.0137320495153103
19,1108,0.0282325427233877
19,1138,0.0067249310318547
19,1136,0.0016250512451809
19,1021,0.2577454692110607
19,1137,0.0470950911441313
19,1041,0.099397939842659
19,1042,0.0011772817138502
19,1043,0.007283491229098
19,1063,0.0008053172266605
19,1044,0.0485240463645372
19,1124,0.1555172113794981
19,1111,0.0458393917809275
19,1140,0.0300974213469327
19,1141,0.0552755162651581
19,1142,0.0124656906521398
19,1143,0.0068907370067196
19,1144,0.0259531825398739
19,1145,0.0055491474322091
19,1146,0.0193917755492639
19,1147,0.0267363265470536
19,1148,0.0068387193934
19,1149,0.0065022129773164
19,1150,0.0561540666981324
19,1151,0.0474869627617958
19,1152,0.0368802834423946
19,1153,0.014468808619195
19,1154,0.0185567309707764
19,1155,0.0423793475343946
19,1156,0.0148281871925317
19,1157,0.0555106595196305
19,1158,0.0387378523404768
19,1159,0.0169957637140254
19,1160,0.0151909352743822
19,1161,0.0316394632253907
19,1162,0.0648562429038463
19,1163,0.0438438401480558
19,1164,0.0266146162451848
19,1165,0.0428483943694589
19,1166,0.0183721638928687
19,1167,0.0261243857510715
19,1168,0.0011415946264025
19,1169,0.001319792651157
19,1170,0.001354404035479
19,1171,0.0128118582885845
19,1172,0.0115872283979301
19,1173,0.0008284049996056
19,1174,0.001658154696494
19,1175,0.0028174359939613
19,1176,0.0026343006227213
19,1177,0.006962750291562
19,1178,0.0031559406035579
19,1049,0.0004086434151655
19,1093,0.0014260871528626
19,1004,0.0430514366831854
19,1070,0.0251687464930608
19,1077,0.0200943760397292
19,1013,0.0097763293515471
19,1103,0.0142597873349513
19,1015,0.0091661076554165
19,1089,0.0004665590772145
19,1016,0.0003093426958715
19,1062,0.0010695110837607
19,1125,0.0010019331893831
19,1109,0.0061476256577496
19,1039,0.0058916949005422
19,1017,0.0009480776078806
19,1018,0.0034097526462746
19,1066,0.002727913717587
19,1087,0.0106605313514066
19,1088,0.0294418132488811
19,1007,0.0227057612028655
19,1098,0.0193705217088207
19,1011,0.0074255932145423
19,1068,0.0038999732377165
19,1078,0.0030541036944869
19,1073,0.0017508866097897
19,1058,0.0015625667044638
19,1091,0.0140551708709718
51,1001,0.1655764611596438
51,1022,0.2049316818124772
51,1090,0.5735389215960864
51,1060,3.554216133125903
51,1112,0.2044420837491732
51,1067,0.1420284628789949
51,1072,0.0566297371465341
51,1113,0.0187719415769393
51,1002,0.0107889615769991
51,1092,0.1666258910226119
51,1003,0.0032840137012175
51,1048,0.001755598478959
51,1025,0.0535030691178781
51,1071,0.0583925657686095
51,1115,0.0496034462607798
51,1051,1.8183016149742968
51,1118,0.0239388525466376
51,1053,0.0353477464781557
51,1052,0.4489016455435342
51,1117,0.3664758485095296
51,1116,0.2318508883515111
51,1028,0.0545787485030219
51,1029,0.2101221930493405
51,1096,0.0260064949900645
51,1069,0.1378823533488778
51,1114,0.0429437835892394
51,1047,0.174604622514025
51,1076,0.1024454645971088
51,1131,0.0040159410555134
51,1046,0.1978060937417258
51,1023,0.0351570496998981
51,1006,0.0028838064584476
51,1050,0.033045754043871
51,1026,0.0127118659229671
51,1033,0.200750664522654
51,1057,0.2255427864976064
51,1106,0.0060191420488251
51,1083,0.9362569730475016
51,1061,0.6752173021567113
51,1123,1.3771398879541643
51,1045,1.606418430041319
51,1008,0.0003712219029922
51,1084,0.0029018126830539
51,1105,0.1015420437245311
51,1134,0.021529462150385
51,1135,0.0577497282652736
51,1139,0.0586302101058986
51,1054,0.1291020224484962
51,1133,0.0624969440454274
51,1099,0.0009258201595657
51,1012,0.0297472248901646
51,1036,0.0066405355348635
51,1055,0.0304472612073193
51,1031,0.0231297204606103
51,1104,0.984412265989276
51,1035,4.952212865819282
51,1009,0.0015217409737731
51,1037,1.9450795943840424
51,1079,0.3955224534466774
51,1100,0.0277928342436758
51,1102,0.1622342143645105
51,1122,0.0202514943342264
51,1034,0.5907173747261119
51,1101,0.3812226618692594
51,1010,0.5931441255700439
51,1065,0.3794216806470232
51,1110,0.3326855153105393
51,1038,0.3192242989186323
51,1126,0.0677411788701062
51,1127,0.0075748645791923
51,1064,0.0190379630303372
51,1107,0.0480067959294562
51,1040,0.0136531558009394
51,1108,0.0519579303643711
51,1138,0.0055801486424282
51,1136,0.0025952432150976
51,1021,2.502613224017042
51,1137,0.2142549895369668
51,1041,0.2935769689458523
51,1042,0.0013451198448505
51,1043,0.021054742331628
51,1063,0.0015070990429009
51,1044,0.2107495401759909
51,1124,0.4354708706249259
51,1111,0.1119782778029803
51,1140,0.0394539963769872
51,1141,0.1254964757644553
51,1142,0.015477707578131
51,1143,0.0105792267420459
51,1144,0.0685704076168741
51,1145,0.0170160349539613
51,1146,0.0748850284834086
51,1147,0.0943838866501993
51,1148,0.0113838671027516
51,1149,0.0168026886755114
51,1150,0.2641550974222944
51,1151,0.1621882184763955
51,1152,0.4216780015209897
