Binol,Ligand,Binol_smiles,Ligand_smiles,Binol_conf_id,Ligand_conf_id,Binol_Sites,Ligand_Sites,Binol_G,Ligand_G,Pred_Value
19,1204,Oc1c(-c2ccccc2)cc2ccccc2c1-c1c(O)c(-c2ccccc2)cc2ccccc12,c1ccc2c(c1)C[C@@H]1OC(c3nccc4ccccc34)=N[C@H]21,1,0,0 19,11 20,-1381.852032,-916.3345383,3.2087723962683756
2,1061,Cc1cc2ccccc2c(-c2c(O)c(C)cc3ccccc23)c1O,C[C@H]1COC(c2ccc(C(F)(F)F)cn2)=N1,0,0,12 23,14 15,-998.7155767,-869.9753069,-24.437036695949775
18,1003,Oc1c([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc2ccccc2c1-c1c(O)c([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc2ccccc12,CC(C)[C@@H]1COC(C(C)(C)C2=N[C@H](C(C)C)CO2)=N1,2,2,0 32,18 11,-2886.458692,-846.264983,19.236886659945238
25,1003,Oc1c(-c2ccc3ccccc3c2)cc2ccccc2c1-c1c(O)c(-c2ccc3ccccc3c2)cc2ccccc12,CC(C)[C@@H]1COC(C(C)(C)C2=N[C@H](C(C)C)CO2)=N1,2,2,0 23,18 11,-1688.860782,-846.264983,53.194750899679164
24,1154,Oc1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2ccccc2c1-c1c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2ccccc12,c1ccc2c(c1)C[C@@H]1OC(C3(C4=N[C@@H]5c6ccccc6C[C@@H]5O4)CCC3)=N[C@H]21,0,3,0 27,26 12,-2729.04535,-1186.577848,24.189306308296917
30,1016,Oc1c(-c2ccc(-c3ccccc3)cc2)cc2ccccc2c1-c1c(O)c(-c2ccc(-c3ccccc3)cc2)cc2ccccc12,c1ccc([C@H]2COC(C3(C4=N[C@@H](c5ccccc5)CO4)CCCC3)=N2)cc1,0,1,0 25,24 10,-1843.52349,-1149.693678,-54.11924596429188
2,1193,Cc1cc2ccccc2c(-c2c(O)c(C)cc3ccccc23)c1O,c1ccc(-c2cccc(C3=N[C@@H]4c5ccccc5C[C@@H]4O3)n2)cc1,0,0,12 23,10 21,-998.7155767,-993.6729656,-4.524398723667845
19,1016,Oc1c(-c2ccccc2)cc2ccccc2c1-c1c(O)c(-c2ccccc2)cc2ccccc12,c1ccc([C@H]2COC(C3(C4=N[C@@H](c5ccccc5)CO4)CCCC3)=N2)cc1,1,1,0 19,24 10,-1381.852032,-1149.693678,-71.7308416887819
3,1016,CC(C)c1cc2ccccc2c(-c2c(O)c(C(C)C)cc3ccccc23)c1O,c1ccc([C@H]2COC(C3(C4=N[C@@H](c5ccccc5)CO4)CCCC3)=N2)cc1,0,1,14 27,24 10,-1155.752613,-1149.693678,-75.41953870607148
24,1016,Oc1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2ccccc2c1-c1c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2ccccc12,c1ccc([C@H]2COC(C3(C4=N[C@@H](c5ccccc5)CO4)CCCC3)=N2)cc1,0,1,0 27,24 10,-2729.04535,-1149.693678,-32.350688735661905
20,1058,COc1ccc(-c2cc3ccccc3c(-c3c(O)c(-c4ccc(OC)cc4)cc4ccccc34)c2O)cc1,C1CCC([C@H]2COC(C3=N[C@@H](C4CCCCC4)CO3)=N2)CC1,0,0,17 35,9 19,-1610.674271,-961.6661462,-17.31942229137432
30,1077,Oc1c(-c2ccc(-c3ccccc3)cc2)cc2ccccc2c1-c1c(O)c(-c2ccc(-c3ccccc3)cc2)cc2ccccc12,CC(C)(C)[C@H]1COC(c2ccc3ccccc3n2)=N1,0,0,0 25,17 18,-1843.52349,-804.4663888,-38.67837732533697
30,1193,Oc1c(-c2ccc(-c3ccccc3)cc2)cc2ccccc2c1-c1c(O)c(-c2ccc(-c3ccccc3)cc2)cc2ccccc12,c1ccc(-c2cccc(C3=N[C@@H]4c5ccccc5C[C@@H]4O3)n2)cc1,0,0,0 25,10 21,-1843.52349,-993.6729656,-5.274092666609037
122,1012,Oc1c(-c2ccc(Cl)cc2)cc2ccccc2c1-c1c(O)c(-c2ccc(Cl)cc2)cc2ccccc12,CC(C)(C)[C@@H]1COC(C2(C3=N[C@H](C(C)(C)C)CO3)CCCCC2)=N1,1,0,0 20,10 23,-2300.820508,-1041.378417,35.15154991630972
30,1076,Oc1c(-c2ccc(-c3ccccc3)cc2)cc2ccccc2c1-c1c(O)c(-c2ccc(-c3ccccc3)cc2)cc2ccccc12,FC(F)(F)c1ccc(C2=N[C@@H](Cc3ccccc3)CO2)nc1,0,0,0 25,9 20,-1843.52349,-1100.805579,-36.26403847924552
2,1058,Cc1cc2ccccc2c(-c2c(O)c(C)cc3ccccc23)c1O,C1CCC([C@H]2COC(C3=N[C@@H](C4CCCCC4)CO3)=N2)CC1,0,0,12 23,9 19,-998.7155767,-961.6661462,-21.50877600799228
24,1040,Oc1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2ccccc2c1-c1c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2ccccc12,CC(C)[C@@H]1COC(CC2=N[C@H](C(C)C)CO2)=N1,0,3,0 27,16 9,-2729.04535,-767.7407516,8.898185220682752
2,1142,Cc1cc2ccccc2c(-c2c(O)c(C)cc3ccccc23)c1O,NC(=O)[C@@H]1CC(F)(F)CN1,0,0,12 23,0 9,-998.7155767,-579.2434339,-12.629617609406145
2,1076,Cc1cc2ccccc2c(-c2c(O)c(C)cc3ccccc23)c1O,FC(F)(F)c1ccc(C2=N[C@@H](Cc3ccccc3)CO2)nc1,0,0,12 23,9 20,-998.7155767,-1100.805579,-30.846050133559267
30,1052,Oc1c(-c2ccc(-c3ccccc3)cc2)cc2ccccc2c1-c1c(O)c(-c2ccc(-c3ccccc3)cc2)cc2ccccc12,c1ccc2c(c1)C[C@H]1OC(C3=N[C@H]4c5ccccc5C[C@H]4O3)=N[C@@H]21,0,0,0 25,11 22,-1843.52349,-1030.735569,-54.78438709564236
3,1032,CC(C)c1cc2ccccc2c(-c2c(O)c(C(C)C)cc3ccccc23)c1O,c1ccc([C@H]2OC(C3(C4=N[C@@H](c5ccccc5)[C@@H](c5ccccc5)O4)CCCC3)=N[C@H]2c2ccccc2)cc1,0,0,14 27,9 29,-1155.752613,-1611.364108,-59.837859177835256
62,1003,Oc1cc(C2CCCCC2)c2ccccc2c1-c1c(O)cc(C2CCCCC2)c2ccccc12,CC(C)[C@@H]1COC(C(C)(C)C2=N[C@H](C(C)C)CO2)=N1,0,2,0 19,18 11,-1388.945446,-846.264983,67.43964924091146
62,1062,Oc1cc(C2CCCCC2)c2ccccc2c1-c1c(O)cc(C2CCCCC2)c2ccccc12,c1ccc(C[C@H]2COC(c3ccccn3)=N2)cc1,0,0,0 19,14 15,-1388.945446,-764.0089485,-19.196887349177178
36,1062,CCCCc1ccc2c(-c3c(O)ccc4cc(CCCC)ccc34)c(O)ccc2c1,c1ccc(C[C@H]2COC(c3ccccn3)=N2)cc1,0,0,11 25,14 15,-1234.271879,-764.0089485,-6.384184275634654
44,1003,COc1ccc(-c2ccc3c(-c4c(O)ccc5cc(-c6ccc(OC)cc6)ccc45)c(O)ccc3c2)cc1,CC(C)[C@@H]1COC(C(C)(C)C2=N[C@H](C(C)C)CO2)=N1,0,2,13 31,18 11,-1610.677244,-846.264983,46.794907037409715
31,1039,COc1ccc2c(-c3c(O)ccc4cc(OC)ccc34)c(O)ccc2c1,c1ccc([C@@H]2COC(C3(C4=N[C@H](c5ccccc5)CO4)CC3)=N2)cc1,0,0,9 21,10 22,-1149.006099,-1071.142417,10.744677577358162
36,1179,CCCCc1ccc2c(-c3c(O)ccc4cc(CCCC)ccc34)c(O)ccc2c1,c1ccc(C[C@H]2COC(C3(C4=N[C@@H](Cc5ccccc5)CO4)CC3)=N2)cc1,0,0,11 25,24 11,-1234.271879,-1149.663336,-25.712012507217555
36,1092,CCCCc1ccc2c(-c3c(O)ccc4cc(CCCC)ccc34)c(O)ccc2c1,Cc1ccc(N2C[C@H](C(C)(C)C)N=C2C2=N[C@@H](C(C)(C)C)CN2c2ccc(C)cc2)cc1,0,0,11 25,12 5 22 15,-1234.271879,-1307.470214,-4.140747935405418
36,1180,CCCCc1ccc2c(-c3c(O)ccc4cc(CCCC)ccc34)c(O)ccc2c1,c1ccc([C@H]2N=C(CC3=N[C@H](c4ccccc4)[C@H](c4ccccc4)O3)O[C@H]2c2ccccc2)cc1,0,0,11 25,9 5,-1234.271879,-1455.5077,3.456178360794665
57,1014,CC(C)c1ccc2ccc(O)c(-c3c(O)ccc4ccc(C(C)C)cc34)c2c1,c1ccc(C[C@H]2COC(C3(C4=N[C@@H](Cc5ccccc5)CO4)CCCC3)=N2)cc1,0,1,10 14,26 11,-1155.75372,-1228.21857,-46.40957589292457
57,1181,CC(C)c1ccc2ccc(O)c(-c3c(O)ccc4ccc(C(C)C)cc34)c2c1,c1ccc([C@H]2OC(c3ccccn3)=N[C@H]2c2ccccc2)cc1,0,0,10 14,12 13,-1155.75372,-955.5810827,-12.299596207099055
57,1062,CC(C)c1ccc2ccc(O)c(-c3c(O)ccc4ccc(C(C)C)cc34)c2c1,c1ccc(C[C@H]2COC(c3ccccn3)=N2)cc1,0,0,10 14,14 15,-1155.75372,-764.0089485,-10.677831601412597
0,1203,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,CC(C)(C)[C@@H]1COC(c2nccc3ccccc23)=N1,0,1,0 13,9 18,-920.1839287,-804.4621747,33.99749028565538
0,1087,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,CC[C@@H](C)[C@H]1CN(c2cccc(C(C)(C)C)c2)C(C2=N[C@@H]([C@H](C)CC)CN2c2cccc(C(C)(C)C)c2)=N1,0,0,0 13,26 19 37 6,-920.1839287,-1543.021699,-6.262268742895918
0,1094,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,CC(C)c1cccc(N2C[C@H](C(C)C)N=C2C2=N[C@@H](C(C)C)CN2c2cccc(C(C)C)c2)c1,0,0,0 13,8 17 14 23,-920.1839287,-1385.989932,-9.425587138813393
0,1069,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,CC(C)(C)[C@H]1COC(c2ccccn2)=N1,0,0,0 13,13 14,-920.1839287,-650.9603345,-12.073040146730072
0,1097,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,N#C/C(C1=N[C@@H](c2ccccc2)CO1)=C1/[N-][C@@H](c2ccccc2)CO1,0,2,0 13,0 4 15,-920.1839287,-1085.486043,-9.703260705491742
0,1064,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,CC(C)[C@@H]1COC(c2nccc3ccccc23)=N1,0,0,0 13,8 17,-920.1839287,-765.2009547,20.055324601345664
0,1127,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,CCN(CC)[C@@H]1CCCC[C@H]1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,0,0 13,2 11,-920.1839287,-1899.093947,1.0681595739980403
0,1193,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,c1ccc(-c2cccc(C3=N[C@@H]4c5ccccc5C[C@@H]4O3)n2)cc1,0,0,0 13,10 21,-920.1839287,-993.6729656,-0.31179901193288156
